event_id,type_of_events
17116,"courses_training_or_mentoring"
17115,"courses_training_or_mentoring"
17114,"christian"
17113,"courses_training_or_mentoring"
17112,"courses_training_or_mentoring"
17111,"christian"
17110,"courses_training_or_mentoring"
17109,"courses_training_or_mentoring"
17108,"courses_training_or_mentoring"
17107,"courses_training_or_mentoring"
17106,"courses_training_or_mentoring"
17105,"christian"
17104,"courses_training_or_mentoring"
17103,"courses_training_or_mentoring"
17102,"christian"
17101,"courses_training_or_mentoring"
17100,"courses_training_or_mentoring"
17099,"courses_training_or_mentoring"
17098,"courses_training_or_mentoring"
17097,"courses_training_or_mentoring"
17096,"christian"
17095,"christian"
17094,"courses_training_or_mentoring"
17093,"courses_training_or_mentoring"
17092,"courses_training_or_mentoring"
17091,"courses_training_or_mentoring"
17090,"christian"
17089,"courses_training_or_mentoring"
17088,"courses_training_or_mentoring"
17087,"courses_training_or_mentoring"
17086,"courses_training_or_mentoring"
17085,"courses_training_or_mentoring"
17084,"christian"
17083,"courses_training_or_mentoring"
17082,"courses_training_or_mentoring"
17081,"courses_training_or_mentoring"
17080,"courses_training_or_mentoring"
17079,"courses_training_or_mentoring"
17078,"courses_training_or_mentoring"
17077,"courses_training_or_mentoring"
17076,"courses_training_or_mentoring"
17075,"courses_training_or_mentoring"
17074,"courses_training_or_mentoring"
17073,"courses_training_or_mentoring"
17072,"courses_training_or_mentoring"
17071,"courses_training_or_mentoring"
17070,"courses_training_or_mentoring"
17069,"christian"
17068,"courses_training_or_mentoring"
17067,"courses_training_or_mentoring"
17066,"courses_training_or_mentoring"
17065,"courses_training_or_mentoring"
17064,"courses_training_or_mentoring"
17063,"courses_training_or_mentoring"
17062,"courses_training_or_mentoring"
17061,"christian"
17060,"courses_training_or_mentoring"
17059,"courses_training_or_mentoring"
17058,"courses_training_or_mentoring"
17057,"courses_training_or_mentoring"
17056,"christian"
17055,"courses_training_or_mentoring"
17054,"courses_training_or_mentoring"
17053,"christian"
17052,"courses_training_or_mentoring"
17051,"courses_training_or_mentoring"
17050,"courses_training_or_mentoring"
17049,"courses_training_or_mentoring"
17048,"christian"
17047,"courses_training_or_mentoring"
17046,"courses_training_or_mentoring"
17045,"courses_training_or_mentoring"
17044,"courses_training_or_mentoring"
17043,"courses_training_or_mentoring"
17042,"courses_training_or_mentoring"
17041,"courses_training_or_mentoring"
17040,"courses_training_or_mentoring"
17039,"christian"
17038,"courses_training_or_mentoring"
17037,"courses_training_or_mentoring"
17036,"courses_training_or_mentoring"
17035,"courses_training_or_mentoring"
17034,"courses_training_or_mentoring"
17033,"courses_training_or_mentoring"
17032,"courses_training_or_mentoring"
17031,"courses_training_or_mentoring"
17030,"courses_training_or_mentoring"
17029,"courses_training_or_mentoring"
17028,"christian"
17027,"courses_training_or_mentoring"
17026,"courses_training_or_mentoring"
17025,"courses_training_or_mentoring"
17024,"courses_training_or_mentoring"
17023,"courses_training_or_mentoring"
17022,"courses_training_or_mentoring"
17021,"christian"
17020,"courses_training_or_mentoring"
17019,"courses_training_or_mentoring"
17018,"courses_training_or_mentoring"
17017,"christian"
17016,"courses_training_or_mentoring"
17015,"christian"
17014,"christian"
17013,"christian"
17012,"courses_training_or_mentoring"
17011,"courses_training_or_mentoring"
17010,"courses_training_or_mentoring"
17009,"courses_training_or_mentoring"
17008,"courses_training_or_mentoring"
17007,"courses_training_or_mentoring"
17006,"courses_training_or_mentoring"
17005,"courses_training_or_mentoring"
17004,"courses_training_or_mentoring"
17003,"christian"
17002,"courses_training_or_mentoring"
17001,"courses_training_or_mentoring"
17000,"courses_training_or_mentoring"
16999,"courses_training_or_mentoring"
16998,"courses_training_or_mentoring"
16997,"courses_training_or_mentoring"
16996,"courses_training_or_mentoring"
16995,"courses_training_or_mentoring"
16994,"courses_training_or_mentoring"
16993,"courses_training_or_mentoring"
16992,"courses_training_or_mentoring"
16991,"courses_training_or_mentoring"
16990,"christian"
16989,"christian"
16988,"courses_training_or_mentoring"
16987,"christian"
16986,"courses_training_or_mentoring"
16985,"courses_training_or_mentoring"
16984,"christian"
16983,"courses_training_or_mentoring"
16982,"christian"
16981,"courses_training_or_mentoring"
16980,"courses_training_or_mentoring"
16979,"courses_training_or_mentoring"
16978,"courses_training_or_mentoring"
16977,"courses_training_or_mentoring"
16976,"courses_training_or_mentoring"
16975,"courses_training_or_mentoring"
16974,"courses_training_or_mentoring"
16973,"courses_training_or_mentoring"
16972,"courses_training_or_mentoring"
16971,"christian"
16970,"courses_training_or_mentoring"
16969,"courses_training_or_mentoring"
16968,"courses_training_or_mentoring"
16967,"courses_training_or_mentoring"
16966,"christian"
16965,"courses_training_or_mentoring"
16964,"courses_training_or_mentoring"
16963,"christian"
16962,"christian"
16961,"courses_training_or_mentoring"
16960,"courses_training_or_mentoring"
16959,"courses_training_or_mentoring"
16958,"christian"
16957,"courses_training_or_mentoring"
16956,"courses_training_or_mentoring"
16955,"christian"
16954,"courses_training_or_mentoring"
16953,"courses_training_or_mentoring"
16952,"christian"
16951,"courses_training_or_mentoring"
16950,"courses_training_or_mentoring"
16949,"courses_training_or_mentoring"
16948,"christian"
16947,"christian"
16946,"courses_training_or_mentoring"
16945,"courses_training_or_mentoring"
16944,"courses_training_or_mentoring"
16943,"christian"
16942,"christian"
16941,"courses_training_or_mentoring"
16940,"courses_training_or_mentoring"
16939,"courses_training_or_mentoring"
16938,"christian"
16937,"christian"
16936,"courses_training_or_mentoring"
16935,"courses_training_or_mentoring"
16934,"christian"
16933,"christian"
16932,"courses_training_or_mentoring"
16931,"christian"
16930,"courses_training_or_mentoring"
16929,"courses_training_or_mentoring"
16928,"courses_training_or_mentoring"
16927,"courses_training_or_mentoring"
16926,"courses_training_or_mentoring"
16925,"courses_training_or_mentoring"
16924,"courses_training_or_mentoring"
16923,"courses_training_or_mentoring"
16922,"courses_training_or_mentoring"
16921,"courses_training_or_mentoring"
16920,"christian"
16919,"courses_training_or_mentoring"
16918,"courses_training_or_mentoring"
16917,"courses_training_or_mentoring"
16916,"christian"
16915,"christian"
16914,"christian"
16913,"courses_training_or_mentoring"
16912,"christian"
16911,"courses_training_or_mentoring"
16910,"christian"
16909,"courses_training_or_mentoring"
16908,"courses_training_or_mentoring"
16907,"courses_training_or_mentoring"
16906,"courses_training_or_mentoring"
16905,"christian"
16904,"courses_training_or_mentoring"
16903,"courses_training_or_mentoring"
16902,"christian"
16901,"christian"
16900,"courses_training_or_mentoring"
16899,"courses_training_or_mentoring"
16898,"christian"
16897,"courses_training_or_mentoring"
16896,"courses_training_or_mentoring"
16895,"courses_training_or_mentoring"
16894,"courses_training_or_mentoring"
16893,"christian"
16892,"courses_training_or_mentoring"
16891,"courses_training_or_mentoring"
16890,"christian"
16889,"courses_training_or_mentoring"
16888,"courses_training_or_mentoring"
16887,"courses_training_or_mentoring"
16886,"christian"
16885,"courses_training_or_mentoring"
16884,"courses_training_or_mentoring"
16883,"christian"
16882,"courses_training_or_mentoring"
16881,"courses_training_or_mentoring"
16880,"courses_training_or_mentoring"
16879,"courses_training_or_mentoring"
16878,"courses_training_or_mentoring"
16877,"courses_training_or_mentoring"
16876,"courses_training_or_mentoring"
16875,"christian"
16874,"courses_training_or_mentoring"
16873,"courses_training_or_mentoring"
16872,"courses_training_or_mentoring"
16871,"christian"
16870,"courses_training_or_mentoring"
16869,"courses_training_or_mentoring"
16868,"christian"
16867,"christian"
16866,"courses_training_or_mentoring"
16865,"courses_training_or_mentoring"
16864,"christian"
16863,"christian"
16862,"courses_training_or_mentoring"
16861,"courses_training_or_mentoring"
16860,"courses_training_or_mentoring"
16859,"christian"
16858,"christian"
16857,"christian"
16856,"christian"
16855,"christian"
16854,"courses_training_or_mentoring"
16853,"courses_training_or_mentoring"
16852,"courses_training_or_mentoring"
16851,"christian"
16850,"courses_training_or_mentoring"
16849,"courses_training_or_mentoring"
16848,"courses_training_or_mentoring"
16847,"courses_training_or_mentoring"
16846,"courses_training_or_mentoring"
16845,"courses_training_or_mentoring"
16844,"christian"
16843,"courses_training_or_mentoring"
16842,"courses_training_or_mentoring"
16841,"courses_training_or_mentoring"
16840,"courses_training_or_mentoring"
16839,"courses_training_or_mentoring"
16838,"courses_training_or_mentoring"
16837,"courses_training_or_mentoring"
16836,"courses_training_or_mentoring"
16835,"christian"
16834,"courses_training_or_mentoring"
16833,"courses_training_or_mentoring"
16832,"courses_training_or_mentoring"
16831,"courses_training_or_mentoring"
16830,"courses_training_or_mentoring"
16829,"courses_training_or_mentoring"
16828,"christian"
16827,"christian"
16826,"courses_training_or_mentoring"
16825,"christian"
16824,"christian"
16823,"courses_training_or_mentoring"
16822,"courses_training_or_mentoring"
16821,"courses_training_or_mentoring"
16820,"christian"
16819,"christian"
16818,"courses_training_or_mentoring"
16817,"courses_training_or_mentoring"
16816,"courses_training_or_mentoring"
16815,"courses_training_or_mentoring"
16814,"courses_training_or_mentoring"
16813,"courses_training_or_mentoring"
16812,"courses_training_or_mentoring"
16811,"courses_training_or_mentoring"
16810,"courses_training_or_mentoring"
16809,"christian"
16808,"courses_training_or_mentoring"
16807,"courses_training_or_mentoring"
16806,"courses_training_or_mentoring"
16805,"courses_training_or_mentoring"
16804,"christian"
16803,"courses_training_or_mentoring"
16802,"courses_training_or_mentoring"
16801,"courses_training_or_mentoring"
16800,"courses_training_or_mentoring"
16799,"courses_training_or_mentoring"
16798,"courses_training_or_mentoring"
16797,"courses_training_or_mentoring"
16796,"courses_training_or_mentoring"
16795,"christian"
16794,"christian"
16793,"courses_training_or_mentoring"
16792,"courses_training_or_mentoring"
16791,"christian"
16790,"courses_training_or_mentoring"
16789,"courses_training_or_mentoring"
16788,"courses_training_or_mentoring"
16787,"courses_training_or_mentoring"
16786,"courses_training_or_mentoring"
16785,"christian"
16784,"courses_training_or_mentoring"
16783,"courses_training_or_mentoring"
16782,"courses_training_or_mentoring"
16781,"courses_training_or_mentoring"
16780,"christian"
16779,"courses_training_or_mentoring"
16778,"courses_training_or_mentoring"
16777,"courses_training_or_mentoring"
16776,"courses_training_or_mentoring"
16775,"courses_training_or_mentoring"
16774,"christian"
16773,"courses_training_or_mentoring"
16772,"courses_training_or_mentoring"
16771,"courses_training_or_mentoring"
16770,"courses_training_or_mentoring"
16769,"christian"
16768,"christian"
16767,"courses_training_or_mentoring"
16766,"christian"
16765,"christian"
16764,"courses_training_or_mentoring"
16763,"christian"
16762,"christian"
16761,"courses_training_or_mentoring"
16760,"christian"
16759,"courses_training_or_mentoring"
16758,"courses_training_or_mentoring"
16757,"courses_training_or_mentoring"
16756,"courses_training_or_mentoring"
16755,"courses_training_or_mentoring"
16754,"courses_training_or_mentoring"
16753,"courses_training_or_mentoring"
16752,"courses_training_or_mentoring"
16751,"courses_training_or_mentoring"
16750,"christian"
16749,"courses_training_or_mentoring"
16748,"courses_training_or_mentoring"
16747,"courses_training_or_mentoring"
16746,"courses_training_or_mentoring"
16745,"courses_training_or_mentoring"
16744,"courses_training_or_mentoring"
16743,"courses_training_or_mentoring"
16742,"christian"
16741,"courses_training_or_mentoring"
16740,"courses_training_or_mentoring"
16739,"courses_training_or_mentoring"
16738,"christian"
16737,"courses_training_or_mentoring"
16736,"courses_training_or_mentoring"
16735,"courses_training_or_mentoring"
16734,"christian"
16733,"courses_training_or_mentoring"
16732,"courses_training_or_mentoring"
16731,"courses_training_or_mentoring"
16730,"christian"
16729,"courses_training_or_mentoring"
16728,"courses_training_or_mentoring"
16727,"christian"
16726,"christian"
16725,"christian"
16724,"courses_training_or_mentoring"
16723,"courses_training_or_mentoring"
16722,"christian"
16721,"courses_training_or_mentoring"
16720,"courses_training_or_mentoring"
16719,"courses_training_or_mentoring"
16718,"courses_training_or_mentoring"
16717,"christian"
16716,"christian"
16715,"christian"
16714,"courses_training_or_mentoring"
16713,"christian"
16712,"courses_training_or_mentoring"
16711,"courses_training_or_mentoring"
16710,"courses_training_or_mentoring"
16709,"courses_training_or_mentoring"
16708,"courses_training_or_mentoring"
16707,"courses_training_or_mentoring"
16706,"courses_training_or_mentoring"
16705,"courses_training_or_mentoring"
16704,"christian"
16703,"courses_training_or_mentoring"
16702,"courses_training_or_mentoring"
16701,"courses_training_or_mentoring"
16700,"courses_training_or_mentoring"
